Date,Close,Open,High,Low,Volume
27/04/21,2662.865234,2534.03125,2676.392822,2485.375,32275969215
26/04/21,2534.481689,2319.478027,2536.337402,2308.315186,35208325408
25/04/21,2316.05957,2214.413818,2354.08667,2172.515137,31814355546
24/04/21,2211.625732,2367.199219,2367.740967,2163.693115,31854226936
23/04/21,2363.586182,2401.256348,2439.537109,2117.039551,55413933925
22/04/21,2403.535156,2357.871094,2641.094971,2315.960205,53575904724
21/04/21,2364.751709,2331.160156,2467.200684,2238.366943,38899067643
20/04/21,2330.210938,2161.939453,2345.834961,2060.143799,39433483315
19/04/21,2166.188721,2238.032715,2276.776855,2086.688721,34060654971
18/04/21,2237.136963,2346.452393,2365.460449,2011.766846,50696368718
17/04/21,2344.89502,2429.980957,2497.385254,2333.682861,32349808978
16/04/21,2431.946533,2516.601807,2547.555664,2318.675049,36196928256
15/04/21,2519.116211,2436.034668,2544.267334,2409.924072,32325606817
14/04/21,2435.10498,2299.3479,2449.6875,2284.563721,35592822986
13/04/21,2299.187744,2139.364258,2318.42334,2138.55957,29456642939
12/04/21,2139.353271,2157.361816,2199.71875,2110.368896,21727936609
11/04/21,2157.656982,2136.156982,2165.191406,2119.865723,19692836132
10/04/21,2135.942139,2071.111572,2196.996338,2062.787598,24986243611
09/04/21,2072.108887,2088.772217,2102.873779,2055.16333,19812472092
08/04/21,2088.57373,1969.133179,2091.516357,1959.079468,25312956529
07/04/21,1971.077271,2117.728516,2133.1875,1945.442139,36116271935
06/04/21,2118.378906,2109.493164,2151.223389,2057.609131,29222865881
05/04/21,2107.887207,2093.260742,2140.985352,2032.387695,28889391170
04/04/21,2093.122803,2027.671265,2110.353516,2007.111816,26006501902
03/04/21,2028.422485,2142.895996,2144.962402,2028.422485,32011518871
02/04/21,2143.225586,1976.932739,2152.451904,1960.678711,34862511022
01/04/21,1977.276855,1919.157227,1989.055054,1912.178467,30914259795
31/03/21,1918.362061,1846.098267,1947.837769,1793.002197,30226902621
30/03/21,1846.033691,1819.466309,1860.974731,1793.922363,22512781703
29/03/21,1819.684937,1691.263184,1837.187988,1683.716553,22796570548
28/03/21,1691.355957,1716.40564,1728.584106,1672.6604,16599472938
27/03/21,1716.494629,1703.036133,1732.824341,1674.319336,18102277710
26/03/21,1702.842041,1595.210083,1702.922852,1594.736694,22548516548
25/03/21,1595.359253,1593.123291,1625.911499,1560.370483,29650328701
24/03/21,1593.413452,1678.002563,1740.428223,1570.787964,31228051473
23/03/21,1678.650146,1690.871826,1725.108765,1662.539917,21998237965
22/03/21,1691.333984,1788.362183,1811.968262,1674.299805,23599296129
21/03/21,1788.217041,1812.606567,1823.353027,1764.139282,22977404620
20/03/21,1812.634644,1817.522705,1874.708984,1811.728638,22677674970
19/03/21,1817.624146,1782.568726,1841.196045,1746.473389,21249297710
18/03/21,1782.855103,1823.158447,1848.646118,1705.716064,23263845504
17/03/21,1823.449341,1807.056152,1839.81897,1749.179932,24512917348
16/03/21,1806.971802,1792.413818,1817.060181,1720.053223,23828509590
15/03/21,1791.702271,1854.08667,1889.196655,1749.606323,26244738810
14/03/21,1854.564331,1923.86377,1930.779785,1845.119995,19344589211
13/03/21,1924.685425,1772.166382,1937.645508,1733.639893,25014689475
12/03/21,1772.102417,1826.546753,1839.497314,1728.980957,22435821312
11/03/21,1826.194946,1798.033936,1843.818848,1734.617065,24013132909
10/03/21,1799.16626,1868.489014,1873.803223,1766.490479,25154173185
09/03/21,1868.048828,1835.148071,1868.048828,1804.266357,23461244507
08/03/21,1834.727905,1724.229248,1835.192139,1670.942017,27630991158
07/03/21,1723.153809,1655.392456,1730.924194,1636.564453,23809935410
06/03/21,1654.741577,1532.372803,1669.106567,1519.141113,22746262366
05/03/21,1533.275024,1541.541748,1547.878174,1450.891357,21067146937
04/03/21,1541.914307,1574.623779,1622.953857,1511.103394,22906118718
03/03/21,1575.853149,1491.451172,1650.360596,1481.905762,22674780680
02/03/21,1492.608765,1564.063477,1597.610107,1461.325439,22523669722
01/03/21,1564.707642,1417.151123,1567.69458,1416.416138,24032838645
28/02/21,1416.04895,1459.860474,1468.391479,1300.472168,27637026080
27/02/21,1459.973145,1446.929443,1524.932373,1433.786987,20742103233
26/02/21,1446.033691,1478.65332,1559.028931,1407.979248,31435997881
25/02/21,1475.703735,1625.393921,1670.224121,1465.05896,24481681873
24/02/21,1626.575684,1571.47644,1710.983765,1511.018921,31329000537
23/02/21,1570.203979,1781.409058,1781.409058,1378.840942,52029864713
22/02/21,1781.99292,1935.557861,1936.453735,1580.626587,42409646036
21/02/21,1935.601074,1918.673096,1974.259644,1890.368164,23626547717
20/02/21,1919.534058,1959.902954,2036.286499,1830.531494,34696091102
19/02/21,1960.164795,1938.859863,1969.546997,1896.684448,26268814253
18/02/21,1937.449219,1848.206299,1949.903442,1848.206299,28255902969
17/02/21,1848.458252,1781.350098,1853.667603,1736.705811,35955412703
16/02/21,1781.067505,1778.945557,1824.518677,1729.641968,34269369268
15/02/21,1779.791016,1804.676758,1833.830566,1683.906616,38955610883
14/02/21,1805.084106,1814.372314,1848.154053,1789.914185,31439114900
13/02/21,1814.109863,1843.986816,1871.603516,1770.612061,35359490535
12/02/21,1843.532593,1783.489136,1861.356934,1744.168945,37905036865
11/02/21,1783.797974,1743.714233,1806.539063,1708.679199,36021495262
10/02/21,1744.243408,1768.039795,1826.696777,1686.542358,41916084617
09/02/21,1768.035034,1746.926147,1815.963623,1711.620605,44180727529
08/02/21,1746.616821,1613.642212,1770.59082,1571.579956,48012285956
07/02/21,1614.227783,1677.605713,1690.036621,1501.750244,39889440151
06/02/21,1677.846802,1717.797485,1738.314453,1649.068726,39873420648
05/02/21,1718.650879,1594.793335,1756.510986,1594.793335,40108628454
04/02/21,1594.762695,1661.170166,1689.186646,1561.853516,44396871836
03/02/21,1660.909546,1514.769653,1660.909546,1510.010254,41874566399
02/02/21,1515.193726,1369.505127,1542.990967,1362.77124,45437142801
01/02/21,1369.040527,1314.855225,1373.845825,1274.357788,29210670920
31/01/21,1314.986206,1376.823608,1378.916016,1288.501587,25198853581
30/01/21,1376.115479,1382.231934,1402.39978,1328.529053,30616574234
29/01/21,1382.522827,1369.086792,1428.981201,1292.240112,53611955259
28/01/21,1298.101807,1251.279785,1321.613037,1226.17395,39790481941
27/01/21,1253.187134,1358.333374,1368.074097,1215.311279,39394416990
26/01/21,1357.058105,1323.741699,1376.085083,1253.340332,41572917750
25/01/21,1324.414795,1390.639893,1467.784912,1304.973999,43565777745
24/01/21,1391.609375,1231.210571,1395.111328,1225.274048,36418163554
23/01/21,1230.990601,1235.267944,1272.151123,1200.893311,27253895441
22/01/21,1236.512207,1118.889038,1271.687622,1046.596558,43918338506
21/01/21,1121.570923,1382.684448,1382.684448,1098.476196,45932464754
20/01/21,1382.274048,1375.248413,1405.744141,1243.299927,46784030909
19/01/21,1377.295898,1257.43457,1432.300049,1254.522949,47195935190
18/01/21,1257.279541,1230.313232,1259.450073,1187.311035,25817455560
17/01/21,1230.172241,1233.453369,1265.644653,1174.38855,29258032819
16/01/21,1233.537598,1171.443115,1290.053589,1157.623779,32319240157
15/01/21,1171.834595,1221.877197,1250.505859,1090.721069,35972039310
14/01/21,1218.453003,1130.231201,1244.163086,1093.060791,33410915929
13/01/21,1130.73938,1043.740967,1134.338501,994.549072,30109792795
12/01/21,1043.43457,1088.526733,1149.240234,1012.76416,37494601692
11/01/21,1090.145386,1261.622925,1261.622925,924.922607,60733630300
10/01/21,1262.246704,1280.871094,1347.926147,1194.715576,40616938053
09/01/21,1281.077271,1223.740479,1303.871826,1182.270386,33233105361
08/01/21,1224.197144,1225.967896,1273.827515,1076.081543,44334826666
07/01/21,1225.678101,1208.078369,1282.57959,1167.443115,40468027280
06/01/21,1207.112183,1101.005005,1209.428589,1064.233398,44699914188
05/01/21,1100.006104,1041.498779,1129.37146,986.811279,41535932781
04/01/21,1040.233032,977.058838,1153.189209,912.305359,56945985763
03/01/21,975.50769,774.511841,1006.565002,771.561646,45200463368
02/01/21,774.534973,730.402649,786.798462,718.109497,19740771179
01/01/21,730.367554,737.708374,749.201843,719.792236,13652004358
31/12/20,737.803406,751.626648,754.299438,726.511902,13926846861
30/12/20,751.618958,731.472839,754.303223,720.988892,17294574210
29/12/20,731.520142,730.358704,737.952881,692.149414,18710683199
28/12/20,730.397339,683.205811,745.877747,683.205811,24222565862
27/12/20,682.642334,635.887146,711.393555,628.334961,26093552821
26/12/20,635.835815,626.498047,650.721436,617.4021,14761125202
25/12/20,626.410706,611.554565,633.061401,605.424438,13520927700
24/12/20,611.607178,584.13562,613.815186,568.596375,14317413703
23/12/20,583.7146,634.824585,637.122803,560.364258,15261413038
22/12/20,634.854187,609.420532,635.076599,589.552002,14745890080
21/12/20,609.817871,638.315186,646.846558,600.83606,14419493621
20/12/20,638.290833,659.185059,659.923706,625.014465,13375855442
19/12/20,659.297913,654.624207,668.769592,646.616211,12830893778
18/12/20,654.811951,642.916992,662.699097,632.356079,15756303983
17/12/20,642.868958,636.154175,673.834229,628.74939,25479532147
16/12/20,636.181824,589.378662,636.64032,582.039124,15817248373
15/12/20,589.355591,586.02179,596.247742,580.628784,9326645840
14/12/20,586.011169,589.782471,590.492981,577.118408,8125837102
13/12/20,589.663208,568.609863,593.78125,564.565979,9070377862
12/12/20,568.567322,545.578552,573.339417,545.245605,8534557897
11/12/20,545.797363,559.679199,560.376709,537.811646,11098819124
10/12/20,559.678528,573.504028,574.600159,549.784058,11672582040
09/12/20,573.479126,554.792908,577.288391,532.998413,15855915840
08/12/20,554.827759,591.900818,594.751587,552.469238,14398919320
07/12/20,591.843384,601.797119,602.917908,585.42865,10720480962
06/12/20,601.908997,596.568665,606.791931,584.411743,11290893016
05/12/20,596.595459,569.347656,596.595459,563.106628,13498010566
04/12/20,569.354187,616.722778,618.983154,569.283508,16337589997
03/12/20,616.70874,598.459229,622.452698,588.346375,16146190946
02/12/20,598.352356,587.261597,604.022461,578.741028,16883292129
01/12/20,587.324158,615.070313,635.160583,571.753967,27178964465
30/11/20,614.842529,575.75708,615.24054,571.537781,20276867833
29/11/20,575.758057,538.264587,576.602417,531.987549,15017517758
28/11/20,538.229797,517.597351,548.044861,508.125366,14770243833
27/11/20,517.493713,519.108093,530.777161,497.242615,16831105703
26/11/20,518.801147,570.514893,575.641479,485.497314,31104004592
25/11/20,570.686646,603.902039,605.094177,559.671387,20088492893
24/11/20,603.897766,608.522766,621.173401,593.835144,23281758100
23/11/20,608.454041,558.059509,609.98761,551.265259,27272302872
22/11/20,558.068115,549.486633,579.372498,514.517212,21967049601
21/11/20,549.486633,509.744598,550.227417,504.237762,20757099184
20/11/20,509.744568,471.63147,513.610352,471.63147,18629943296
19/11/20,471.630432,479.481018,480.121735,465.704254,12473929218
18/11/20,479.48407,480.346832,491.999908,465.830963,17880199224
17/11/20,480.360077,464.406647,482.232208,460.776611,14593057877
16/11/20,459.940308,447.55899,463.831024,445.501617,11441239444
15/11/20,447.559082,460.149902,460.99408,440.254333,10308617165
14/11/20,460.149841,474.626434,475.161438,452.986084,10312037942
13/11/20,474.626434,461.005493,475.217255,457.298248,13191505725
12/11/20,461.00528,462.959534,467.677826,452.072418,12877327234
11/11/20,462.960541,449.679657,473.578857,449.524933,14075403511
10/11/20,449.679626,444.166382,453.758362,439.600128,12090381666
09/11/20,444.163055,453.574158,457.349609,435.163879,13704320630
08/11/20,453.554779,435.718811,457.780457,433.153778,11292383601
07/11/20,435.713135,454.722565,465.675476,428.45636,18873289788
06/11/20,454.719299,414.066711,456.200623,412.9823,16738305610
05/11/20,414.067352,402.142944,417.52594,397.245819,15440711038
04/11/20,402.141998,387.60321,407.665649,377.827606,15126077675
03/11/20,387.602173,383.156036,389.515381,371.312744,12588494762
02/11/20,383.156738,396.355988,403.240753,381.017639,13997574252
01/11/20,396.358185,386.590332,397.116119,385.165527,10475146018
31/10/20,386.590332,382.820038,393.010132,381.295258,11276963426
30/10/20,382.819977,386.730255,391.464722,375.092407,13688056970
29/10/20,386.730103,388.651062,393.227692,381.288757,12920477749
28/10/20,388.650757,403.997101,408.964752,381.146332,15276441134
27/10/20,403.99704,393.888184,409.772858,390.608459,13940434102
26/10/20,393.888306,406.217987,411.279877,383.782898,15155684229
25/10/20,406.217773,412.457642,417.15921,405.350647,10890207469
24/10/20,412.457611,409.767242,416.59967,407.851715,12201739194
23/10/20,409.766693,414.051331,418.95993,403.082031,14256222052
22/10/20,413.77298,391.488617,420.141663,391.276306,15772846485
21/10/20,392.189972,369.059418,400.627258,368.727966,20241324322
20/10/20,369.136902,379.719696,380.761017,367.601074,13741586582
19/10/20,379.935608,378.469635,383.317657,373.702271,12811242092
18/10/20,378.213684,368.727539,378.597656,368.12915,11047103109
17/10/20,368.855927,366.015717,369.768127,364.489014,10951115359
16/10/20,366.229004,377.8685,380.021515,362.597412,14670784817
15/10/20,377.441833,379.19223,381.208771,371.354126,14964182545
14/10/20,379.484039,381.971466,387.296173,374.175018,13918846567
13/10/20,null,null,null,null,null
12/10/20,null,null,null,null,null
11/10/20,375.142059,370.928436,377.246796,369.828033,12584512533
10/10/20,370.96759,365.402466,378.267151,365.354034,13618484324
09/10/20,null,null,null,null,null
08/10/20,351.455658,342.094971,352.800385,336.497101,11511016796
07/10/20,342.119781,341.091675,342.591248,335.5336,10537119715
06/10/20,341.021149,354.137787,355.504059,338.520233,11497841885
05/10/20,354.2771,353.045807,355.217896,350.197632,9933790982
04/10/20,353.121918,347.27243,354.253326,345.398712,9308536486
03/10/20,347.321594,346.502655,351.62793,344.886658,8599594017
02/10/20,346.532654,353.220184,354.075226,337.356934,12946215647
01/10/20,353.231293,360.004639,369.286987,347.197937,12360670278
30/09/20,360.022369,359.942352,361.210327,353.614349,9773649426
29/09/20,359.963409,354.974823,360.793488,351.819458,10286529445
28/09/20,354.9505,357.311157,366.890259,354.825134,12102509266
27/09/20,357.321686,354.587219,362.051361,349.094391,11464393949
26/09/20,354.965271,352.53125,355.960632,348.129639,11036752997
25/09/20,352.161865,349.363129,357.957245,339.350311,12254269350
24/09/20,349.356659,320.618317,351.46463,318.418976,13460565701
23/09/20,320.585541,344.622498,345.63559,317.692078,12047020995
22/09/20,344.503174,341.723816,346.60083,336.855042,12732578043
21/09/20,341.786072,371.400146,375.73703,336.06897,17398267133
20/09/20,371.052826,385.597992,385.597992,367.09436,12292195784
19/09/20,385.544373,384.041656,387.076355,378.72406,11049507684
18/09/20,384.364532,389.337494,391.904144,376.964996,14108357740
17/09/20,389.019226,365.865784,393.901611,364.795135,19899531080
16/09/20,365.812286,364.743988,372.767426,356.682739,16107612177
15/09/20,364.839203,377.154022,381.508301,363.606812,16140584321
14/09/20,377.26886,365.699585,384.485199,357.569763,17536695361
13/09/20,365.570007,387.519287,388.959808,354.340179,15005899191
12/09/20,387.183105,374.595398,387.538452,367.842194,13295405814
11/09/20,374.695587,368.1185,376.630402,355.582581,27296269329
10/09/20,368.101898,351.429321,377.393585,351.111755,31421134556
09/09/20,351.110016,337.824921,359.16449,332.165009,14547933520
08/09/20,337.602112,353.202271,355.562866,328.816772,17991403432
07/09/20,352.673492,353.450256,358.211884,326.254364,21763614732
06/09/20,353.362274,335.334564,359.764038,319.041901,27643678917
05/09/20,335.260071,388.038391,394.172272,316.774353,29880047640
04/09/20,388.24115,384.671631,402.411743,371.636688,16747106257
03/09/20,385.671936,440.23999,449.532471,381.1297,19622845896
02/09/20,440.040497,477.007874,480.330994,424.460022,19691854014
01/09/20,477.05191,434.874451,487.211884,432.079193,18862763756
31/08/20,435.079742,428.509003,438.560333,419.770172,12774741797
30/08/20,428.395721,399.616699,428.663971,399.608368,11211948040
29/08/20,399.921478,395.687592,405.616364,393.037415,8777703481
28/08/20,395.874664,382.629578,397.757629,381.273834,9120674421
27/08/20,382.632629,386.609863,395.349182,374.866486,10457777652
26/08/20,386.466125,383.977448,391.87326,378.705841,9967343483
25/08/20,384.001038,408.071686,408.527924,374.355377,12428442042
24/08/20,408.144196,391.678986,409.38858,389.314606,10328860398
23/08/20,391.384491,395.562836,396.490417,385.039795,8137303970
22/08/20,395.835144,389.031097,396.466583,382.814636,10131847985
21/08/20,389.126343,416.148773,418.63797,387.441132,11781796374
20/08/20,416.439789,406.758911,418.734436,404.026093,10043032427
19/08/20,406.463776,423.738586,427.024658,396.678345,13137391167
18/08/20,423.669312,429.669617,432.580292,419.674103,11978984079
17/08/20,429.53125,433.973755,442.734985,422.647278,13227089410
16/08/20,433.786621,433.350586,436.265839,415.086243,12168816874
15/08/20,433.354919,437.562988,441.754608,429.874603,12416067894
14/08/20,437.397827,428.677277,444.577759,423.345856,15064589987
13/08/20,428.741791,390.838104,432.904602,379.710876,18480303526
12/08/20,391.02417,380.063812,391.312317,367.923615,12408772745
11/08/20,380.384064,395.894714,398.478912,370.860626,12792218737
10/08/20,395.887573,391.041504,399.375946,391.041504,11685827893
09/08/20,391.120453,395.305237,399.737091,385.830719,9451065592
08/08/20,393.987366,379.551575,393.987366,377.349731,9342060531
07/08/20,379.512848,395.226868,398.249023,367.935516,12751687084
06/08/20,394.961945,401.583862,403.488678,392.600189,11304626458
05/08/20,401.590576,389.710815,406.303955,386.218475,12875466638
04/08/20,389.875488,386.156464,400.700623,382.985107,14086704221
03/08/20,386.295166,371.13385,396.506989,369.336334,12834648062
02/08/20,370.671722,385.549866,411.228302,357.143646,18909744275
01/08/20,385.199707,345.798615,388.847961,343.587433,14045259477
31/07/20,345.554657,334.633728,348.611359,329.340942,12030600492
30/07/20,334.586639,318.144989,338.631195,315.751099,11827689045
29/07/20,318.190887,316.555359,324.380798,313.109589,10878845706
28/07/20,316.657257,321.829742,325.905975,307.721344,12357108065
27/07/20,321.514099,309.657928,330.701202,309.657928,15644257058
26/07/20,309.643616,303.692383,316.386322,300.267822,12003973026
25/07/20,304.056763,279.026367,306.740997,279.026367,10785021813
24/07/20,279.215424,274.722687,286.192841,269.239777,9466060358
23/07/20,274.689056,262.388641,277.583466,261.047089,10281309262
22/07/20,262.190643,245.037262,262.985046,242.484344,7702077383
21/07/20,245.016724,236.302505,246.186264,235.680969,6806696015
20/07/20,236.153168,238.494873,239.576248,234.852646,5600686192
19/07/20,238.487518,235.458298,239.16069,233.279739,6251377305
18/07/20,235.48381,232.855682,236.543976,232.32489,5397402117
17/07/20,232.773087,233.691391,234.41507,232.10997,5859850529
16/07/20,233.640884,238.450912,239.006256,231.62117,5832057567
15/07/20,238.423523,240.143646,241.402695,237.096176,6189328448
14/07/20,240.211487,239.975616,242.003784,237.796188,7357458555
13/07/20,239.604584,242.18187,244.310516,238.232376,7787751468
12/07/20,242.131699,239.459641,243.311142,237.770218,6596394718
11/07/20,239.458176,241.044785,241.527481,238.331238,5643067316
10/07/20,240.984985,242.868011,242.883789,236.73053,7281370522
09/07/20,243.015961,246.748291,247.291672,239.898651,8429099199
08/07/20,246.670013,239.159973,248.308868,238.398376,9892586411
07/07/20,239.075531,240.972595,242.681854,234.218658,6441497597
06/07/20,241.510223,227.685013,242.132706,227.029526,8782917553
05/07/20,227.664597,228.976196,229.85672,224.544495,5292172429
04/07/20,229.074112,225.288483,230.054138,225.133316,5228310135
03/07/20,225.38707,229.318954,229.629318,224.913971,5109032700
02/07/20,229.392197,231.28891,232.396881,225.46196,6212210566
01/07/20,231.113419,226.134583,232.756119,224.835739,6463737443
30/06/20,226.315002,227.96843,229.476807,224.815186,6094093001
29/06/20,228.19487,225.361435,229.903214,222.25499,6726164653
28/06/20,225.347168,222.91449,228.598282,219.472672,6205925718
27/06/20,222.959793,229.631485,232.493423,220.564575,6918380955
26/06/20,229.668045,232.877487,233.901932,229.25946,7187490226
25/06/20,232.944489,235.70285,236.053406,230.2966,7010426122
24/06/20,235.772461,244.185928,248.508026,232.807739,8815030025
23/06/20,244.142151,242.537018,244.86441,239.759735,6624530348
22/06/20,242.533188,229.003372,243.776016,228.934738,9079586552
21/06/20,228.989822,229.216141,232.358948,228.492996,5600408178
20/06/20,229.274261,226.976364,231.44902,226.640625,6252830566
19/06/20,227.13829,231.954971,232.154114,226.795181,6946372590
18/06/20,232.101166,232.898697,234.570648,228.951431,6713800872
17/06/20,233.028275,234.492371,235.954056,229.341644,7701391592
16/06/20,234.416168,229.762299,236.394302,228.426147,7965648016
15/06/20,229.928909,234.058304,234.237839,221.24176,10536099884
14/06/20,234.1147,238.968185,239.101456,232.958191,7439385176
13/06/20,238.908844,237.544617,239.1931,235.889679,7141624980
12/06/20,237.49321,231.625458,239.354691,229.645065,8868955009
11/06/20,231.702667,247.548538,249.888306,229.942978,12356528860
10/06/20,247.444946,244.822067,248.651154,242.819748,8792990206
09/06/20,244.911453,246.175018,248.342438,242.338547,8446545788
08/06/20,246.309906,245.178574,246.644196,241.542191,8076783299
07/06/20,245.167252,241.908081,245.435257,236.325256,9544883157
06/06/20,241.93132,241.201355,245.981049,239.724533,8114873845
05/06/20,241.221985,244.349594,247.329498,240.682053,9293963914
04/06/20,244.426392,244.105286,245.92897,236.765305,10170414304
03/06/20,244.179321,237.395218,244.179321,235.464447,9861760817
02/06/20,237.219055,246.828186,252.222,233.225296,13782107567
01/06/20,246.99176,230.86026,248.236282,230.488052,13951727936
31/05/20,230.975708,242.351379,244.045258,230.052826,12234904813
30/05/20,242.345596,220.717209,243.943146,218.744461,15027397867
29/05/20,220.675125,219.925049,224.216873,218.238052,12265816557
28/05/20,219.840424,208.885437,220.276505,206.242661,12212469604
