Date,Close,Open,High,Low,Vol.
"Aug 10, 2020","11,889.20","11,681.10","12,041.10","11,546.90",564.11K
"Aug 09, 2020","11,681.20","11,764.40","11,792.80","11,527.50",303.00K
"Aug 08, 2020","11,764.30","11,591.60","11,805.50","11,533.50",317.06K
"Aug 07, 2020","11,592.00","11,757.10","11,901.80","11,352.40",517.00K
"Aug 06, 2020","11,757.10","11,735.00","11,898.40","11,563.00",554.85K
"Aug 05, 2020","11,735.10","11,184.80","11,771.50","11,114.50",570.83K
"Aug 04, 2020","11,184.70","11,223.80","11,407.80","11,043.00",485.79K
"Aug 03, 2020","11,224.40","11,066.90","11,461.10","10,981.60",470.24K
"Aug 02, 2020","11,066.80","11,802.60","12,061.10","10,730.70",647.95K
"Aug 01, 2020","11,803.10","11,333.20","11,847.70","11,226.10",611.47K
"Jul 31, 2020","11,333.40","11,096.50","11,434.80","10,964.60",530.95K
"Jul 30, 2020","11,096.20","11,105.80","11,164.40","10,861.60",501.14K
"Jul 29, 2020","11,105.90","10,908.40","11,336.50","10,771.80",576.83K
"Jul 28, 2020","10,908.50","10,961.10","11,046.10","10,873.60",658.37K
"Jul 27, 2020","11,022.80","9,932.70","11,367.00","9,894.60",908.99K
"Jul 26, 2020","9,932.50","9,690.00","10,086.60","9,645.90",415.07K
"Jul 25, 2020","9,704.10","9,546.70","9,729.30","9,536.20",306.29K
"Jul 24, 2020","9,546.40","9,599.20","9,626.20","9,480.50",359.16K
"Jul 23, 2020","9,599.60","9,513.60","9,646.50","9,451.10",425.66K
"Jul 22, 2020","9,513.70","9,387.40","9,523.10","9,296.00",386.00K
"Jul 21, 2020","9,387.30","9,162.30","9,426.90","9,155.10",458.99K
"Jul 20, 2020","9,162.40","9,208.10","9,218.40","9,139.90",312.98K
"Jul 19, 2020","9,208.00","9,170.10","9,224.80","9,106.40",265.25K
"Jul 18, 2020","9,170.20","9,155.80","9,198.80","9,126.70",276.40K
"Jul 17, 2020","9,155.80","9,135.40","9,181.90","9,091.50",310.92K
"Jul 16, 2020","9,135.30","9,198.70","9,224.20","9,052.00",429.04K
"Jul 15, 2020","9,198.70","9,253.60","9,270.20","9,168.70",429.84K
"Jul 14, 2020","9,253.40","9,243.10","9,274.80","9,135.70",453.83K
"Jul 13, 2020","9,243.60","9,300.50","9,329.60","9,207.60",456.87K
"Jul 12, 2020","9,300.80","9,234.20","9,337.80","9,170.40",366.88K
"Jul 11, 2020","9,233.30","9,285.80","9,295.50","9,184.20",353.92K
"Jul 10, 2020","9,285.10","9,239.00","9,309.80","9,131.90",418.47K
"Jul 09, 2020","9,235.70","9,430.10","9,434.50","9,176.00",444.27K
"Jul 08, 2020","9,429.90","9,256.30","9,458.30","9,233.10",509.94K
"Jul 07, 2020","9,256.00","9,338.80","9,371.20","9,209.30",420.55K
"Jul 06, 2020","9,339.00","9,080.40","9,363.00","9,063.20",510.27K
"Jul 05, 2020","9,081.00","9,134.30","9,149.60","8,932.10",314.10K
"Jul 04, 2020","9,134.40","9,067.10","9,182.30","9,049.60",261.25K
"Jul 03, 2020","9,067.10","9,085.00","9,120.40","9,050.90",333.88K
"Jul 02, 2020","9,085.10","9,229.90","9,259.70","8,962.10",483.10K
"Jul 01, 2020","9,229.90","9,135.90","9,289.00","9,101.10",366.78K
"Jun 30, 2020","9,135.40","9,186.00","9,199.80","9,075.30",381.73K
"Jun 29, 2020","9,185.40","9,122.80","9,229.10","9,033.60",401.12K
"Jun 28, 2020","9,124.00","9,008.40","9,185.50","8,950.20",329.01K
"Jun 27, 2020","9,008.30","9,160.50","9,190.50","8,865.30",441.93K
"Jun 26, 2020","9,160.00","9,247.50","9,296.50","9,060.10",489.84K
"Jun 25, 2020","9,247.50","9,300.80","9,327.30","9,022.60",524.45K
"Jun 24, 2020","9,302.00","9,624.60","9,667.40","9,223.00",515.78K
"Jun 23, 2020","9,624.60","9,683.90","9,715.60","9,581.80",375.49K
"Jun 22, 2020","9,683.70","9,296.50","9,751.90","9,285.80",523.32K
"Jun 21, 2020","9,296.40","9,358.80","9,411.20","9,288.50",335.99K
"Jun 20, 2020","9,358.80","9,314.00","9,394.50","9,199.80",383.44K
"Jun 19, 2020","9,314.00","9,390.30","9,424.00","9,249.60",478.49K
"Jun 18, 2020","9,388.10","9,464.60","9,480.40","9,289.30",391.67K
"Jun 17, 2020","9,464.60","9,523.60","9,543.60","9,258.20",446.45K
"Jun 16, 2020","9,523.50","9,425.60","9,577.10","9,379.30",545.47K
"Jun 15, 2020","9,425.40","9,345.50","9,489.70","8,925.60",750.90K
"Jun 14, 2020","9,345.30","9,470.70","9,474.70","9,264.40",311.27K
"Jun 13, 2020","9,471.30","9,466.50","9,484.90","9,369.90",364.97K
"Jun 12, 2020","9,466.60","9,283.70","9,547.50","9,249.40",529.28K
"Jun 11, 2020","9,283.20","9,878.90","9,945.20","9,139.10",919.30K
"Jun 10, 2020","9,878.80","9,768.80","9,970.90","9,710.70",533.55K
"Jun 09, 2020","9,768.80","9,777.70","9,857.20","9,616.60",479.55K
"Jun 08, 2020","9,777.90","9,743.40","9,788.20","9,662.30",431.04K
"Jun 07, 2020","9,742.60","9,669.60","9,791.80","9,417.40",549.20K
"Jun 06, 2020","9,669.60","9,630.80","9,733.10","9,549.50",370.85K
"Jun 05, 2020","9,631.20","9,794.00","9,846.10","9,628.70",527.05K
"Jun 04, 2020","9,794.40","9,667.20","9,864.40","9,490.90",593.66K
"Jun 03, 2020","9,667.20","9,527.00","9,667.20","9,421.70",558.12K
"Jun 02, 2020","9,527.60","10,190.70","10,207.30","9,347.30",1.06M
"Jun 01, 2020","10,189.30","9,454.50","10,301.80","9,429.70",796.68K
"May 31, 2020","9,454.80","9,692.90","9,695.60","9,406.20",645.27K
"May 30, 2020","9,692.50","9,424.80","9,729.90","9,352.70",720.62K
"May 29, 2020","9,424.80","9,573.40","9,596.50","9,358.10",814.33K
"May 28, 2020","9,572.20","9,199.80","9,610.80","9,119.20",948.86K
"May 27, 2020","9,199.10","8,842.30","9,210.90","8,818.60",810.89K
"May 26, 2020","8,842.50","8,897.70","8,994.60","8,713.90",784.92K
"May 25, 2020","8,898.20","8,728.00","8,959.50","8,666.10",941.89K
"May 24, 2020","8,728.20","9,177.90","9,292.00","8,724.10",1.11M
"May 23, 2020","9,177.00","9,169.80","9,303.20","9,098.90",812.56K
"May 22, 2020","9,169.70","9,058.20","9,253.50","8,952.10",914.59K
"May 21, 2020","9,059.00","9,511.60","9,567.10","8,833.60",1.41M
"May 20, 2020","9,512.30","9,773.00","9,829.30","9,368.40",1.15M
"May 19, 2020","9,773.30","9,730.80","9,883.90","9,498.70",1.16M
"May 18, 2020","9,730.70","9,678.40","9,930.20","9,524.40",1.18M
"May 17, 2020","9,677.70","9,376.60","9,866.00","9,327.80",1.18M
"May 16, 2020","9,379.50","9,318.10","9,579.00","9,233.00",1.10M
"May 15, 2020","9,318.00","9,778.60","9,819.60","9,223.20",1.56M
"May 14, 2020","9,778.40","9,298.70","9,887.50","9,265.80",1.77M
"May 13, 2020","9,298.70","8,813.90","9,384.60","8,799.10",1.50M
"May 12, 2020","8,813.80","8,569.80","8,964.50","8,542.80",1.35M
"May 11, 2020","8,579.80","8,737.60","9,129.60","8,235.60",2.29M
"May 10, 2020","8,738.80","9,553.90","9,569.40","8,259.30",2.47M
"May 09, 2020","9,554.60","9,806.00","9,910.50","9,533.60",1.49M
"May 08, 2020","9,806.20","9,980.10","10,018.20","9,731.40",1.42M
"May 07, 2020","9,979.80","9,152.70","10,033.00","9,064.80",1.91M
"May 06, 2020","9,151.40","9,000.60","9,373.70","8,923.60",1.62M
"May 05, 2020","9,001.00","8,874.20","9,078.70","8,800.40",1.05M
"May 04, 2020","8,874.70","8,885.50","8,945.50","8,553.20",1.12M
"May 03, 2020","8,885.50","8,966.20","9,169.90","8,742.20",1.15M
"May 02, 2020","8,966.30","8,821.60","8,986.20","8,771.30",890.34K
"May 01, 2020","8,821.60","8,628.60","9,040.30","8,621.00",1.11M
"Apr 30, 2020","8,629.00","8,770.60","9,437.50","8,425.50",2.04M
"Apr 29, 2020","8,770.90","7,746.70","8,918.50","7,729.70",1.83M
"Apr 28, 2020","7,746.90","7,766.00","7,770.10","7,655.30",808.09K
"Apr 27, 2020","7,766.00","7,679.40","7,768.50","7,637.70",980.50K
"Apr 26, 2020","7,678.90","7,540.40","7,679.40","7,520.50",921.59K
"Apr 25, 2020","7,540.40","7,503.90","7,684.60","7,451.00",861.93K
"Apr 24, 2020","7,503.80","7,491.30","7,583.50","7,423.50",951.95K
"Apr 23, 2020","7,488.50","7,112.80","7,655.40","7,036.50",1.34M
"Apr 22, 2020","7,112.90","6,842.50","7,137.40","6,821.80",914.18K
"Apr 21, 2020","6,842.50","6,833.40","6,919.30","6,774.30",892.57K
"Apr 20, 2020","6,833.50","7,122.90","7,207.50","6,771.20",1.26M
"Apr 19, 2020","7,122.90","7,230.90","7,238.00","7,079.10",5.93M
"Apr 18, 2020","7,230.80","7,035.90","7,259.40","7,031.50",796.45K
"Apr 17, 2020","7,035.80","7,085.50","7,142.80","7,005.80",810.10K
"Apr 16, 2020","7,085.60","6,629.10","7,159.70","6,520.50",1.54M
"Apr 15, 2020","6,629.10","6,851.30","6,929.50","6,615.90",1.00M
"Apr 14, 2020","6,850.90","6,841.80","6,970.80","6,768.60",999.53K
"Apr 13, 2020","6,841.30","6,918.10","6,920.30","6,618.50",1.25M
"Apr 12, 2020","6,917.60","6,867.90","7,158.80","6,785.10",1.10M
"Apr 11, 2020","6,867.80","6,862.70","6,931.40","6,765.10",845.58K
"Apr 10, 2020","6,863.10","7,289.00","7,294.40","6,756.10",1.37M
"Apr 09, 2020","7,289.00","7,361.10","7,361.10","7,140.30",963.55K
"Apr 08, 2020","7,361.20","7,185.60","7,396.10","7,153.10",983.94K
"Apr 07, 2020","7,185.20","7,332.30","7,440.30","7,101.70",1.32M
"Apr 06, 2020","7,332.30","6,772.80","7,335.00","6,770.10",1.53M
"Apr 05, 2020","6,772.70","6,857.50","6,889.40","6,686.00",842.33K
"Apr 04, 2020","6,857.40","6,735.90","6,958.60","6,679.10",1.05M
"Apr 03, 2020","6,735.90","6,799.90","7,026.30","6,623.60",1.35M
"Apr 02, 2020","6,800.50","6,638.80","7,182.70","6,567.90",1.74M
"Apr 01, 2020","6,638.50","6,412.40","6,661.30","6,157.40",1.40M
"Mar 31, 2020","6,412.50","6,391.10","6,513.10","6,346.30",1.05M
"Mar 30, 2020","6,391.00","5,890.40","6,576.50","5,872.50",1.43M
"Mar 29, 2020","5,890.40","6,233.20","6,258.80","5,889.30",916.17K
"Mar 28, 2020","6,233.70","6,373.40","6,374.30","6,046.50",1.26M
"Mar 27, 2020","6,373.40","6,725.50","6,813.70","6,322.30",1.16M
"Mar 26, 2020","6,725.10","6,677.90","6,772.90","6,541.70",1.18M
"Mar 25, 2020","6,678.90","6,744.80","6,930.20","6,474.60",1.52M
"Mar 24, 2020","6,744.60","6,468.80","6,814.20","6,380.80",1.73M
"Mar 23, 2020","6,468.90","5,822.00","6,564.70","5,710.80",1.88M
"Mar 22, 2020","5,822.10","6,186.90","6,394.40","5,771.20",1.48M
"Mar 21, 2020","6,186.20","6,205.60","6,438.30","5,887.00",1.64M
"Mar 20, 2020","6,205.30","6,171.60","6,858.10","5,748.20",2.22M
"Mar 19, 2020","6,172.00","5,359.20","6,379.50","5,256.00",2.18M
"Mar 18, 2020","5,361.40","5,260.70","5,373.10","5,020.90",1.80M
"Mar 17, 2020","5,261.10","5,030.20","5,432.80","4,946.50",1.89M
"Mar 16, 2020","5,030.00","5,366.40","5,369.30","4,477.70",2.55M
"Mar 15, 2020","5,366.30","5,182.90","5,863.30","5,120.60",1.61M
"Mar 14, 2020","5,182.70","5,589.40","5,634.90","5,072.20",1.69M
"Mar 13, 2020","5,584.30","4,815.20","5,934.30","3,869.50",4.17M
"Mar 12, 2020","4,826.00","7,935.20","7,963.10","4,546.60",3.22M
"Mar 11, 2020","7,935.10","7,892.10","7,976.50","7,606.00",1.10M
"Mar 10, 2020","7,891.20","7,933.00","8,145.50","7,740.20",1.20M
"Mar 09, 2020","7,933.00","8,035.80","8,158.80","7,648.70",1.54M
"Mar 08, 2020","8,034.10","8,887.80","8,888.00","8,015.30",1.11M
"Mar 07, 2020","8,887.80","9,134.20","9,180.80","8,848.70",750.65K
"Mar 06, 2020","9,134.80","9,060.60","9,165.20","9,004.90",1.04M
"Mar 05, 2020","9,060.30","8,757.90","9,147.30","8,751.50",950.76K
"Mar 04, 2020","8,757.90","8,761.30","8,840.30","8,679.70",759.69K
"Mar 03, 2020","8,761.40","8,906.10","8,911.70","8,669.30",1.01M
"Mar 02, 2020","8,904.80","8,537.50","8,961.80","8,503.10",1.02M
"Mar 01, 2020","8,540.00","8,543.80","8,737.20","8,437.20",784.05K
"Feb 29, 2020","8,543.70","8,697.10","8,793.70","8,539.80",683.44K
"Feb 28, 2020","8,697.50","8,820.10","8,898.70","8,451.90",1.08M
"Feb 27, 2020","8,818.60","8,800.10","8,968.30","8,538.50",1.13M
"Feb 26, 2020","8,800.30","9,317.10","9,368.10","8,672.00",1.32M
"Feb 25, 2020","9,317.20","9,662.60","9,672.30","9,269.80",937.97K
"Feb 24, 2020","9,662.70","9,943.20","9,981.00","9,507.00",980.00K
"Feb 23, 2020","9,942.70","9,655.60","9,965.60","9,653.40",775.88K
"Feb 22, 2020","9,655.70","9,684.50","9,706.50","9,569.80",589.88K
"Feb 21, 2020","9,684.50","9,602.20","9,747.10","9,574.50",716.61K
"Feb 20, 2020","9,602.40","9,611.90","9,681.40","9,448.90",870.80K
"Feb 19, 2020","9,609.40","10,158.60","10,230.90","9,424.30",905.95K
"Feb 18, 2020","10,158.40","9,701.50","10,230.10","9,601.60",945.91K
"Feb 17, 2020","9,701.40","9,931.70","9,951.50","9,468.90",961.88K
"Feb 16, 2020","9,932.30","9,907.40","10,056.40","9,654.90",808.91K
"Feb 15, 2020","9,907.70","10,336.00","10,369.80","9,831.70",808.81K
"Feb 14, 2020","10,333.00","10,235.50","10,372.40","10,125.20",732.51K
"Feb 13, 2020","10,235.10","10,321.90","10,482.60","10,116.90",940.30K
"Feb 12, 2020","10,317.70","10,229.30","10,435.60","10,229.30",803.25K
"Feb 11, 2020","10,229.50","9,854.00","10,314.10","9,725.10",791.28K
"Feb 10, 2020","9,854.10","10,151.50","10,181.70","9,774.80",781.22K
"Feb 09, 2020","10,151.50","9,895.40","10,157.10","9,882.70",617.35K
"Feb 08, 2020","9,895.50","9,817.30","9,931.20","9,673.20",551.31K
"Feb 07, 2020","9,818.60","9,771.90","9,872.50","9,738.70",608.96K
"Feb 06, 2020","9,772.00","9,611.80","9,854.90","9,536.10",778.67K
"Feb 05, 2020","9,611.80","9,194.10","9,726.80","9,179.90",771.46K
"Feb 04, 2020","9,193.90","9,296.50","9,347.50","9,193.90",651.68K
"Feb 03, 2020","9,296.60","9,334.60","9,582.80","9,243.10",701.39K
"Feb 02, 2020","9,334.90","9,381.50","9,465.40","9,183.10",683.37K
"Feb 01, 2020","9,381.60","9,349.30","9,458.80","9,301.50",458.42K
"Jan 31, 2020","9,349.10","9,508.30","9,525.00","9,222.30",633.37K
"Jan 30, 2020","9,507.30","9,299.10","9,569.00","9,209.20",765.21K
"Jan 29, 2020","9,298.90","9,377.30","9,428.70","9,250.90",749.88K
"Jan 28, 2020","9,377.30","8,866.60","9,389.50","8,866.60",954.20K
"Jan 27, 2020","8,866.60","8,608.10","8,983.10","8,585.60",706.45K
"Jan 26, 2020","8,607.80","8,341.60","8,607.80","8,304.90",468.34K
"Jan 25, 2020","8,341.60","8,439.90","8,447.60","8,277.20",444.00K
"Jan 24, 2020","8,439.90","8,404.90","8,522.00","8,242.60",617.02K
"Jan 23, 2020","8,405.10","8,678.50","8,687.30","8,309.60",722.67K
"Jan 22, 2020","8,678.50","8,733.00","8,805.40","8,610.80",509.06K
"Jan 21, 2020","8,732.60","8,642.00","8,770.30","8,524.00",540.20K
"Jan 20, 2020","8,641.90","8,705.70","8,740.10","8,539.20",599.06K
"Jan 19, 2020","8,706.20","8,916.30","9,183.70","8,552.80",975.01K
"Jan 18, 2020","8,916.30","8,913.00","8,982.30","8,814.60",627.74K
"Jan 17, 2020","8,913.10","8,726.70","9,005.10","8,675.90",794.11K
"Jan 16, 2020","8,726.90","8,818.10","8,850.00","8,605.80",748.32K
"Jan 15, 2020","8,818.30","8,827.90","8,904.00","8,615.50",1.17M
"Jan 14, 2020","8,829.20","8,111.20","8,898.70","8,111.20",1.48M
"Jan 13, 2020","8,111.40","8,188.30","8,196.70","8,068.40",610.66K
"Jan 12, 2020","8,187.60","8,023.30","8,189.90","7,973.10",595.22K
"Jan 11, 2020","8,024.10","8,187.80","8,262.90","8,008.40",776.75K
"Jan 10, 2020","8,187.10","7,842.50","8,187.40","7,697.70",1.05M
"Jan 09, 2020","7,842.40","8,060.00","8,065.90","7,779.20",786.50K
"Jan 08, 2020","8,059.60","8,154.20","8,436.40","7,900.80",1.19M
"Jan 07, 2020","8,155.70","7,759.10","8,182.00","7,754.10",1.01M
"Jan 06, 2020","7,759.10","7,372.60","7,783.10","7,366.70",786.75K
"Jan 05, 2020","7,372.50","7,376.80","7,501.00","7,345.60",628.14K
"Jan 04, 2020","7,376.80","7,345.10","7,433.10","7,291.40",523.91K
"Jan 03, 2020","7,343.10","6,967.10","7,402.90","6,884.10",936.29K
"Jan 02, 2020","6,967.00","7,199.70","7,209.60","6,901.40",632.78K
"Jan 01, 2020","7,199.80","7,196.40","7,259.40","7,180.00",420.28K
"Dec 31, 2019","7,196.40","7,261.50","7,331.00","7,167.40",586.60K
"Dec 30, 2019","7,261.80","7,397.50","7,420.90","7,244.10",606.11K
"Dec 29, 2019","7,397.50","7,321.60","7,518.90","7,303.00",611.69K
"Dec 28, 2019","7,321.50","7,261.90","7,375.90","7,256.50",610.96K
"Dec 27, 2019","7,261.70","7,210.80","7,293.80","7,128.50",718.07K
"Dec 26, 2019","7,210.90","7,225.00","7,414.30","7,177.30",795.09K
"Dec 25, 2019","7,224.80","7,268.30","7,542.40","7,150.90",625.41K
"Dec 24, 2019","7,268.30","7,322.40","7,433.20","7,185.70",785.54K
"Dec 23, 2019","7,322.80","7,496.20","7,684.00","7,276.20",952.16K
"Dec 22, 2019","7,495.80","7,156.30","7,501.10","7,142.00",677.94K
"Dec 21, 2019","7,156.20","7,196.40","7,197.60","7,129.60",468.74K
"Dec 20, 2019","7,196.40","7,165.50","7,218.40","7,107.70",627.04K
"Dec 19, 2019","7,165.50","7,276.40","7,354.00","7,039.30",778.72K
"Dec 18, 2019","7,276.00","6,613.50","7,387.70","6,462.20",1.14M
"Dec 17, 2019","6,613.30","6,903.50","6,943.50","6,575.00",894.55K
"Dec 16, 2019","6,903.50","7,128.50","7,153.10","6,864.60",689.56K
"Dec 15, 2019","7,128.50","7,080.80","7,175.80","7,033.80",492.58K
"Dec 14, 2019","7,080.80","7,255.20","7,267.40","7,043.30",524.56K
"Dec 13, 2019","7,255.20","7,208.40","7,288.00","7,200.30",503.49K
"Dec 12, 2019","7,208.00","7,208.00","7,272.40","7,124.60",611.80K
"Dec 11, 2019","7,208.00","7,235.80","7,284.40","7,168.80",518.40K
"Dec 10, 2019","7,235.70","7,356.20","7,400.30","7,192.10",609.50K
"Dec 09, 2019","7,355.80","7,524.80","7,626.00","7,321.60",648.66K
"Dec 08, 2019","7,524.40","7,510.80","7,576.40","7,416.70",499.04K
"Dec 07, 2019","7,510.90","7,530.40","7,595.70","7,489.60",557.14K
"Dec 06, 2019","7,530.80","7,399.20","7,552.10","7,329.80",706.10K
"Dec 05, 2019","7,399.20","7,204.60","7,476.30","7,184.00",780.78K
"Dec 04, 2019","7,204.40","7,291.90","7,702.20","7,113.60",971.75K
"Dec 03, 2019","7,291.80","7,298.10","7,389.40","7,227.10",548.77K
"Dec 02, 2019","7,298.20","7,395.90","7,433.80","7,173.60",687.78K
"Dec 01, 2019","7,396.40","7,546.50","7,546.50","7,244.40",777.00K
"Nov 30, 2019","7,546.60","7,742.70","7,787.70","7,472.70",650.60K
"Nov 29, 2019","7,742.70","7,426.60","7,825.30","7,412.30",766.71K
"Nov 28, 2019","7,426.70","7,510.60","7,639.50","7,380.60",737.58K
"Nov 27, 2019","7,510.60","7,162.80","7,636.90","6,875.40",996.49K
"Nov 26, 2019","7,162.80","7,115.50","7,329.50","7,045.10",844.27K
"Nov 25, 2019","7,115.60","6,924.70","7,352.80","6,534.80",1.29M
"Nov 24, 2019","6,924.70","7,325.00","7,344.10","6,894.90",904.50K
"Nov 23, 2019","7,324.10","7,271.60","7,342.50","7,093.70",783.18K
"Nov 22, 2019","7,272.50","7,627.90","7,700.90","6,818.50",1.41M
"Nov 21, 2019","7,627.90","8,099.40","8,129.60","7,519.70",891.50K
"Nov 20, 2019","8,099.30","8,145.70","8,223.00","8,074.20",607.27K
"Nov 19, 2019","8,145.70","8,207.70","8,245.60","8,032.80",654.27K
"Nov 18, 2019","8,208.40","8,510.30","8,516.30","8,110.40",692.60K
"Nov 17, 2019","8,509.80","8,497.40","8,631.70","8,413.00",531.22K
"Nov 16, 2019","8,497.30","8,476.20","8,532.80","8,450.70",471.16K
"Nov 15, 2019","8,476.30","8,660.80","8,761.80","8,437.10",653.71K
"Nov 14, 2019","8,661.20","8,782.90","8,799.80","8,615.80",515.43K
"Nov 13, 2019","8,783.10","8,813.20","8,829.70","8,721.10",454.33K
"Nov 12, 2019","8,812.60","8,737.40","8,841.20","8,615.70",575.16K
"Nov 11, 2019","8,736.90","9,036.90","9,066.40","8,649.40",601.16K
"Nov 10, 2019","9,036.80","8,804.70","9,092.90","8,763.50",581.57K
"Nov 09, 2019","8,804.50","8,778.10","8,877.50","8,746.90",512.02K
"Nov 08, 2019","8,778.20","9,223.60","9,254.80","8,722.40",791.79K
"Nov 07, 2019","9,223.50","9,339.20","9,367.00","9,130.00",603.54K
"Nov 06, 2019","9,338.90","9,311.20","9,424.60","9,262.70",578.03K
"Nov 05, 2019","9,310.80","9,396.10","9,452.70","9,193.90",653.42K
"Nov 04, 2019","9,396.40","9,198.70","9,500.40","9,134.10",681.01K
"Nov 03, 2019","9,198.30","9,300.50","9,359.10","9,095.00",536.56K
"Nov 02, 2019","9,300.60","9,230.30","9,356.70","9,201.20",570.74K
"Nov 01, 2019","9,230.10","9,153.10","9,270.40","9,057.20",689.65K
"Oct 31, 2019","9,152.60","9,157.90","9,378.90","8,959.60",798.93K
"Oct 30, 2019","9,157.90","9,411.30","9,411.30","9,018.40",789.73K
"Oct 29, 2019","9,411.30","9,206.50","9,531.30","9,125.30",918.48K
"Oct 28, 2019","9,207.20","9,530.10","9,866.90","9,202.50",1.04M
"Oct 27, 2019","9,529.60","9,230.60","9,773.20","9,081.00",1.16M
"Oct 26, 2019","9,230.60","8,658.40","10,540.00","8,061.80",1.78M
"Oct 25, 2019","8,658.30","7,422.80","8,697.70","7,404.90",1.18M
"Oct 24, 2019","7,422.70","7,476.80","7,501.50","7,366.30",586.49K
"Oct 23, 2019","7,477.00","8,031.00","8,055.00","7,329.20",892.08K
"Oct 22, 2019","8,031.40","8,207.40","8,289.10","8,017.70",570.39K
"Oct 21, 2019","8,208.20","8,224.10","8,315.30","8,155.70",489.40K
"Oct 20, 2019","8,223.40","7,957.40","8,288.50","7,889.60",513.91K
"Oct 19, 2019","7,957.30","7,948.30","8,060.20","7,892.40",428.83K
"Oct 18, 2019","7,948.50","8,073.30","8,116.40","7,842.00",505.79K
"Oct 17, 2019","8,073.30","8,000.40","8,118.20","7,944.40",444.95K
"Oct 16, 2019","8,000.40","8,167.10","8,185.90","7,929.80",538.92K
"Oct 15, 2019","8,167.20","8,353.40","8,400.20","8,139.50",469.73K
"Oct 14, 2019","8,353.30","8,281.30","8,374.30","8,222.20",505.02K
"Oct 13, 2019","8,281.50","8,304.30","8,450.20","8,190.60",419.87K
"Oct 12, 2019","8,304.40","8,267.60","8,394.80","8,260.90",424.02K
"Oct 11, 2019","8,267.80","8,562.20","8,751.10","8,249.70",667.86K
"Oct 10, 2019","8,562.30","8,566.80","8,638.50","8,438.70",511.46K
"Oct 09, 2019","8,566.70","8,180.10","8,655.90","8,122.70",636.43K
"Oct 08, 2019","8,182.90","8,198.50","8,323.10","8,118.10",469.04K
"Oct 07, 2019","8,198.60","7,882.60","8,293.50","7,797.00",604.74K
"Oct 06, 2019","7,881.90","8,127.30","8,145.50","7,834.90",448.80K
"Oct 05, 2019","8,127.30","8,148.00","8,185.10","8,030.60",360.92K
"Oct 04, 2019","8,148.10","8,227.60","8,233.60","8,041.40",416.92K
"Oct 03, 2019","8,226.90","8,363.60","8,391.70","8,090.10",460.97K
"Oct 02, 2019","8,364.10","8,302.70","8,374.00","8,167.70",405.86K
"Oct 01, 2019","8,302.70","8,285.00","8,486.20","8,187.90",533.95K
"Sep 30, 2019","8,284.30","8,048.90","8,318.50","7,749.00",600.26K
"Sep 29, 2019","8,049.10","8,208.00","8,226.80","7,922.10",418.48K
"Sep 28, 2019","8,208.50","8,184.50","8,297.20","8,031.10",457.79K
"Sep 27, 2019","8,184.90","8,063.80","8,257.40","7,882.10",561.40K
"Sep 26, 2019","8,063.80","8,432.50","8,463.10","7,773.60",731.03K
"Sep 25, 2019","8,432.40","8,512.30","8,729.80","8,245.10",696.11K
"Sep 24, 2019","8,513.90","9,702.70","9,793.80","8,069.40",933.16K
"Sep 23, 2019","9,702.20","10,031.30","10,048.80","9,656.30",431.10K
"Sep 22, 2019","10,031.60","9,993.00","10,075.00","9,870.90",337.06K
"Sep 21, 2019","9,993.00","10,172.80","10,177.90","9,939.80",326.17K
"Sep 20, 2019","10,172.70","10,251.50","10,279.50","10,088.60",362.07K
"Sep 19, 2019","10,250.50","10,164.60","10,297.60","9,707.60",542.25K
"Sep 18, 2019","10,164.70","10,195.70","10,257.50","10,119.30",318.82K
"Sep 17, 2019","10,195.70","10,254.60","10,273.60","10,153.50",321.64K
"Sep 16, 2019","10,255.50","10,311.30","10,360.50","10,108.50",372.53K
"Sep 15, 2019","10,311.50","10,337.30","10,360.40","10,272.00",255.79K
"Sep 14, 2019","10,337.30","10,342.20","10,421.40","10,253.70",326.44K
"Sep 13, 2019","10,342.10","10,415.20","10,441.40","10,174.10",365.52K
"Sep 12, 2019","10,415.10","10,162.40","10,447.90","10,051.00",413.22K
"Sep 11, 2019","10,162.50","10,104.90","10,257.50","9,908.90",413.06K
"Sep 10, 2019","10,105.40","10,308.70","10,379.80","9,970.70",383.22K
"Sep 09, 2019","10,309.00","10,402.10","10,478.00","10,095.70",473.76K
"Sep 08, 2019","10,402.80","10,461.60","10,578.00","10,266.30",339.73K
"Sep 07, 2019","10,461.10","10,306.90","10,556.40","10,302.30",393.57K
"Sep 06, 2019","10,309.30","10,566.70","10,896.20","10,227.40",643.02K
"Sep 05, 2019","10,566.90","10,567.80","10,630.70","10,469.90",402.09K
"Sep 04, 2019","10,568.20","10,611.60","10,783.60","10,388.60",504.45K
"Sep 03, 2019","10,612.30","10,348.10","10,756.80","10,283.50",578.79K
"Sep 02, 2019","10,348.80","9,728.80","10,431.50","9,720.30",542.79K
"Sep 01, 2019","9,729.30","9,594.70","9,799.50","9,533.60",322.66K
"Aug 31, 2019","9,594.40","9,585.50","9,677.50","9,457.30",311.49K
"Aug 30, 2019","9,585.40","9,494.10","9,675.70","9,370.20",413.92K
"Aug 29, 2019","9,491.00","9,729.10","9,729.10","9,343.00",509.13K
"Aug 28, 2019","9,729.40","10,184.70","10,271.30","9,629.60",580.29K
"Aug 27, 2019","10,184.80","10,372.20","10,387.60","10,060.20",419.81K
"Aug 26, 2019","10,371.80","10,136.00","10,568.20","10,136.00",568.77K
